unit_id,quarter_hour_start_ts,kwh_consumed,energy_unit_rate,estimated_running_cost
LOC004-U02,2026-01-09T22:00:00+00:00,2.188,0.277,7.14
LOC004-U02,2026-01-09T22:15:00+00:00,2.307,0.376,10.75
LOC004-U02,2026-01-09T22:30:00+00:00,2.451,0.246,7.19
LOC004-U02,2026-01-09T22:45:00+00:00,2.44,0.284,10.75
LOC004-U02,2026-01-09T23:00:00+00:00,2.548,0.29,10.07
LOC004-U02,2026-01-09T23:15:00+00:00,2.351,0.252,9.47
LOC004-U02,2026-01-09T23:30:00+00:00,2.122,0.31,7.85
LOC004-U02,2026-01-09T23:45:00+00:00,0.456,0.3,7.44
LOC004-U02,2026-01-10T00:00:00+00:00,1.743,0.264,8.7
LOC004-U02,2026-01-10T00:15:00+00:00,1.757,0.222,8.41
LOC004-U02,2026-01-10T00:30:00+00:00,1.786,0.274,10.58
LOC004-U02,2026-01-10T00:45:00+00:00,2.032,0.338,11.55
LOC004-U02,2026-01-10T01:00:00+00:00,2.13,0.309,10.75
LOC004-U02,2026-01-10T01:15:00+00:00,2.431,0.326,11.54
LOC004-U02,2026-01-10T01:30:00+00:00,2.759,0.302,11.04
LOC004-U02,2026-01-10T01:45:00+00:00,2.411,0.378,9.2
LOC004-U02,2026-01-10T02:00:00+00:00,1.697,0.252,11.22
LOC004-U02,2026-01-10T02:15:00+00:00,1.99,0.289,7.13
LOC004-U02,2026-01-10T02:30:00+00:00,2.606,0.256,7.05
LOC004-U02,2026-01-10T02:45:00+00:00,2.103,0.371,9.81
LOC004-U02,2026-01-10T03:00:00+00:00,1.402,0.262,8.57
LOC004-U02,2026-01-10T03:15:00+00:00,2.622,0.255,8.39
LOC004-U02,2026-01-10T03:30:00+00:00,2.348,0.247,7.86
LOC004-U02,2026-01-10T03:45:00+00:00,2.491,0.272,10.95
LOC019-U02,2026-01-09T10:00:00+00:00,2.881,0.365,11.16
LOC019-U02,2026-01-09T10:15:00+00:00,1.991,0.258,6.59
LOC019-U02,2026-01-09T10:30:00+00:00,2.491,0.222,6.58
LOC019-U02,2026-01-09T10:45:00+00:00,2.49,0.296,9.48
LOC019-U02,2026-01-09T11:00:00+00:00,1.45,0.311,9.83
LOC019-U02,2026-01-09T11:15:00+00:00,2.479,0.274,9.38
LOC019-U02,2026-01-09T11:30:00+00:00,2.279,0.365,8.81
LOC019-U02,2026-01-09T11:45:00+00:00,2.538,0.254,8.98
LOC019-U02,2026-01-09T12:00:00+00:00,2.332,0.377,7.76
LOC019-U02,2026-01-09T12:15:00+00:00,2.231,0.264,9.73
LOC019-U02,2026-01-09T12:30:00+00:00,2.258,0.253,8.28
LOC019-U02,2026-01-09T12:45:00+00:00,1.646,0.37,9.64
LOC019-U02,2026-01-09T13:00:00+00:00,1.813,0.231,8.64
LOC019-U02,2026-01-09T13:15:00+00:00,1.714,0.243,8.37
LOC019-U02,2026-01-09T13:30:00+00:00,2.357,0.283,7.75
LOC019-U02,2026-01-09T13:45:00+00:00,2.432,0.368,8.37
LOC019-U02,2026-01-09T14:00:00+00:00,2.235,0.257,6.65
LOC019-U02,2026-01-09T14:15:00+00:00,1.913,0.33,7.22
LOC019-U02,2026-01-09T14:30:00+00:00,1.831,0.313,7.98
LOC019-U02,2026-01-09T14:45:00+00:00,2.296,0.303,8.11
LOC019-U02,2026-01-09T15:00:00+00:00,1.634,0.263,10.43
LOC019-U02,2026-01-09T15:15:00+00:00,2.112,0.231,9.59
LOC019-U02,2026-01-09T15:30:00+00:00,2.123,0.362,10.19
LOC019-U02,2026-01-09T15:45:00+00:00,1.971,0.359,7.64
LOC019-U02,2026-01-09T16:00:00+00:00,2.269,0.246,6.78
LOC019-U02,2026-01-09T16:15:00+00:00,2.168,0.224,6.59
LOC019-U02,2026-01-09T16:30:00+00:00,1.975,0.297,7.94
LOC019-U02,2026-01-09T16:45:00+00:00,1.114,0.348,10.77
LOC019-U02,2026-01-09T17:00:00+00:00,2.076,0.283,11.05
LOC019-U02,2026-01-09T17:15:00+00:00,1.425,0.322,8.92
LOC019-U02,2026-01-09T17:30:00+00:00,2.854,0.367,7.7
LOC019-U02,2026-01-09T17:45:00+00:00,2.266,0.289,6.7
LOC019-U02,2026-01-09T18:00:00+00:00,1.44,0.235,8.71
LOC019-U02,2026-01-09T18:15:00+00:00,1.867,0.375,7.41
LOC019-U02,2026-01-09T18:30:00+00:00,1.837,0.29,9.69
LOC019-U02,2026-01-09T18:45:00+00:00,1.812,0.264,11.16
LOC019-U02,2026-01-09T19:00:00+00:00,2.156,0.262,11.17
LOC019-U02,2026-01-09T19:15:00+00:00,2.42,0.328,7.21
LOC019-U02,2026-01-09T19:30:00+00:00,2.229,0.326,10.41
LOC019-U02,2026-01-09T19:45:00+00:00,1.629,0.331,8.01
LOC019-U02,2026-01-09T20:00:00+00:00,1.203,0.332,11.18
LOC019-U02,2026-01-09T20:15:00+00:00,2.575,0.328,7.13
LOC019-U02,2026-01-09T20:30:00+00:00,2.001,0.342,8.39
LOC019-U02,2026-01-09T20:45:00+00:00,1.282,0.363,7.85
LOC019-U02,2026-01-09T21:00:00+00:00,1.759,0.301,6.74
LOC019-U02,2026-01-09T21:15:00+00:00,1.926,0.235,7.21
LOC019-U02,2026-01-09T21:30:00+00:00,1.817,0.284,7.56
LOC019-U02,2026-01-09T21:45:00+00:00,1.791,0.232,8.38
LOC019-U02,2026-01-09T22:00:00+00:00,3.028,0.379,10.46
LOC019-U02,2026-01-09T22:15:00+00:00,1.153,0.364,7.17
LOC019-U02,2026-01-09T22:30:00+00:00,2.334,0.318,9.86
LOC019-U02,2026-01-09T22:45:00+00:00,1.69,0.249,8.76
LOC019-U02,2026-01-09T23:00:00+00:00,1.228,0.361,9.75
LOC019-U02,2026-01-09T23:15:00+00:00,1.784,0.248,6.51
LOC019-U02,2026-01-09T23:30:00+00:00,2.652,0.341,7.54
LOC019-U02,2026-01-09T23:45:00+00:00,1.033,0.257,7.35
LOC019-U02,2026-01-10T00:00:00+00:00,1.687,0.3,8.5
LOC019-U02,2026-01-10T00:15:00+00:00,1.262,0.233,9.07
LOC019-U02,2026-01-10T00:30:00+00:00,1.091,0.272,10.35
LOC019-U02,2026-01-10T00:45:00+00:00,2.488,0.285,8.98
LOC019-U02,2026-01-10T01:00:00+00:00,1.394,0.256,9.27
LOC019-U02,2026-01-10T01:15:00+00:00,1.256,0.344,7.8
LOC019-U02,2026-01-10T01:30:00+00:00,2.623,0.276,10.2
LOC019-U02,2026-01-10T01:45:00+00:00,3.252,0.23,8.83
LOC019-U02,2026-01-10T02:00:00+00:00,1.646,0.317,11.44
LOC019-U02,2026-01-10T02:15:00+00:00,2.206,0.329,9.1
LOC019-U02,2026-01-10T02:30:00+00:00,2.402,0.338,7.54
LOC019-U02,2026-01-10T02:45:00+00:00,2.569,0.336,11.49
LOC019-U02,2026-01-10T03:00:00+00:00,2.247,0.295,10.27
LOC019-U02,2026-01-10T03:15:00+00:00,0.674,0.314,10.32
LOC019-U02,2026-01-10T03:30:00+00:00,2.264,0.34,8.16
LOC019-U02,2026-01-10T03:45:00+00:00,2.369,0.314,9.67
LOC024-U01,2026-01-09T10:00:00+00:00,1.476,0.262,10.2
LOC024-U01,2026-01-09T10:15:00+00:00,2.315,0.241,8.73
LOC024-U01,2026-01-09T10:30:00+00:00,2.088,0.267,10.7
LOC024-U01,2026-01-09T10:45:00+00:00,2.607,0.319,11.83
LOC024-U01,2026-01-09T11:00:00+00:00,2.291,0.222,7.34
LOC024-U01,2026-01-09T11:15:00+00:00,1.234,0.307,6.56
LOC024-U01,2026-01-09T11:30:00+00:00,3.096,0.318,8.8
LOC024-U01,2026-01-09T11:45:00+00:00,1.911,0.345,7.29
LOC024-U01,2026-01-09T12:00:00+00:00,2.326,0.34,8.46
LOC024-U01,2026-01-09T12:15:00+00:00,2.224,0.305,7.36
LOC024-U01,2026-01-09T12:30:00+00:00,2.684,0.296,8.12
LOC024-U01,2026-01-09T12:45:00+00:00,1.855,0.352,6.99
LOC024-U01,2026-01-09T13:00:00+00:00,1.911,0.235,9.81
LOC024-U01,2026-01-09T13:15:00+00:00,2.622,0.237,7.11
LOC024-U01,2026-01-09T13:30:00+00:00,1.975,0.274,8.59
LOC024-U01,2026-01-09T13:45:00+00:00,2.072,0.369,9.75
LOC024-U01,2026-01-09T14:00:00+00:00,2.215,0.364,7.4
LOC024-U01,2026-01-09T14:15:00+00:00,2.193,0.351,11.35
LOC024-U01,2026-01-09T14:30:00+00:00,1.946,0.236,7.66
LOC024-U01,2026-01-09T14:45:00+00:00,2.483,0.255,7.43
LOC024-U01,2026-01-09T15:00:00+00:00,2.391,0.354,9.19
LOC024-U01,2026-01-09T15:15:00+00:00,2.494,0.344,8.46
LOC024-U01,2026-01-09T15:30:00+00:00,2.185,0.359,10.88
LOC024-U01,2026-01-09T15:45:00+00:00,2.128,0.253,7.69
LOC024-U01,2026-01-09T16:00:00+00:00,2.994,0.228,9.9
LOC024-U01,2026-01-09T16:15:00+00:00,2.316,0.36,9.83
LOC024-U01,2026-01-09T16:30:00+00:00,3.093,0.261,7.56
LOC024-U01,2026-01-09T16:45:00+00:00,1.975,0.379,10.76
LOC024-U01,2026-01-09T17:00:00+00:00,2.014,0.362,11.51
LOC024-U01,2026-01-09T17:15:00+00:00,1.782,0.339,10.57
LOC024-U01,2026-01-09T17:30:00+00:00,2.295,0.289,10.4
LOC024-U01,2026-01-09T17:45:00+00:00,2.635,0.251,6.9
LOC024-U01,2026-01-09T18:00:00+00:00,1.466,0.367,8.52
LOC024-U01,2026-01-09T18:15:00+00:00,2.969,0.373,9.97
LOC024-U01,2026-01-09T18:30:00+00:00,2.093,0.332,10.33
LOC024-U01,2026-01-09T18:45:00+00:00,1.588,0.369,9.06
LOC024-U01,2026-01-09T19:00:00+00:00,2.11,0.289,6.66
LOC024-U01,2026-01-09T19:15:00+00:00,2.731,0.253,9.59
LOC024-U01,2026-01-09T19:30:00+00:00,2.097,0.273,6.75
LOC024-U01,2026-01-09T19:45:00+00:00,1.608,0.284,9.01
LOC024-U01,2026-01-09T20:00:00+00:00,2.026,0.271,9.74
LOC024-U01,2026-01-09T20:15:00+00:00,2.644,0.283,10.79
LOC024-U01,2026-01-09T20:30:00+00:00,1.594,0.331,11.34
LOC024-U01,2026-01-09T20:45:00+00:00,1.665,0.347,11.14
LOC024-U01,2026-01-09T21:00:00+00:00,1.576,0.249,6.89
LOC024-U01,2026-01-09T21:15:00+00:00,2.002,0.255,11.13
LOC024-U01,2026-01-09T21:30:00+00:00,1.691,0.319,9.15
LOC024-U01,2026-01-09T21:45:00+00:00,2.056,0.297,7.36
LOC024-U01,2026-01-09T22:00:00+00:00,2.334,0.26,10.87
LOC024-U01,2026-01-09T22:15:00+00:00,2.166,0.237,8.69
LOC024-U01,2026-01-09T22:30:00+00:00,1.679,0.25,9.1
LOC024-U01,2026-01-09T22:45:00+00:00,1.845,0.376,11.06
LOC024-U01,2026-01-09T23:00:00+00:00,2.376,0.34,7.72
LOC024-U01,2026-01-09T23:15:00+00:00,2.204,0.267,9.63
LOC024-U01,2026-01-09T23:30:00+00:00,1.653,0.376,8.73
LOC024-U01,2026-01-09T23:45:00+00:00,2.65,0.355,9.0
LOC024-U01,2026-01-10T00:00:00+00:00,1.833,0.356,9.57
LOC024-U01,2026-01-10T00:15:00+00:00,1.759,0.297,7.62
LOC024-U01,2026-01-10T00:30:00+00:00,1.909,0.318,10.98
LOC024-U01,2026-01-10T00:45:00+00:00,1.934,0.348,9.57
LOC024-U01,2026-01-10T01:00:00+00:00,2.081,0.305,9.67
LOC024-U01,2026-01-10T01:15:00+00:00,1.872,0.283,6.87
LOC024-U01,2026-01-10T01:30:00+00:00,2.081,0.269,6.87
LOC024-U01,2026-01-10T01:45:00+00:00,1.896,0.267,7.21
LOC024-U01,2026-01-10T02:00:00+00:00,1.519,0.252,6.97
LOC024-U01,2026-01-10T02:15:00+00:00,1.684,0.373,10.27
LOC024-U01,2026-01-10T02:30:00+00:00,1.295,0.258,8.31
LOC024-U01,2026-01-10T02:45:00+00:00,2.285,0.327,8.35
LOC024-U01,2026-01-10T03:00:00+00:00,2.661,0.255,8.56
LOC024-U01,2026-01-10T03:15:00+00:00,2.233,0.244,11.37
LOC024-U01,2026-01-10T03:30:00+00:00,2.267,0.247,7.41
LOC024-U01,2026-01-10T03:45:00+00:00,2.162,0.365,10.11
LOC033-U01,2026-01-09T10:00:00+00:00,1.505,0.233,7.82
LOC033-U01,2026-01-09T10:15:00+00:00,1.857,0.343,11.3
LOC033-U01,2026-01-09T10:30:00+00:00,2.868,0.262,10.36
LOC033-U01,2026-01-09T10:45:00+00:00,2.099,0.3,8.31
LOC033-U01,2026-01-09T11:00:00+00:00,2.018,0.253,8.34
LOC033-U01,2026-01-09T11:15:00+00:00,2.48,0.278,9.51
LOC033-U01,2026-01-09T11:30:00+00:00,1.905,0.298,11.57
LOC033-U01,2026-01-09T11:45:00+00:00,2.472,0.349,10.75
LOC033-U01,2026-01-09T12:00:00+00:00,2.099,0.312,9.22
LOC033-U01,2026-01-09T12:15:00+00:00,1.695,0.309,8.72
LOC033-U01,2026-01-09T12:30:00+00:00,2.844,0.299,8.88
LOC033-U01,2026-01-09T12:45:00+00:00,2.568,0.33,7.68
LOC033-U01,2026-01-09T13:00:00+00:00,3.126,0.275,7.64
LOC033-U01,2026-01-09T13:15:00+00:00,2.474,0.257,11.43
LOC033-U01,2026-01-09T13:30:00+00:00,2.719,0.239,10.23
LOC033-U01,2026-01-09T13:45:00+00:00,3.241,0.343,7.26
LOC033-U01,2026-01-09T14:00:00+00:00,1.83,0.234,6.52
LOC033-U01,2026-01-09T14:15:00+00:00,2.063,0.27,10.09
LOC033-U01,2026-01-09T14:30:00+00:00,2.576,0.374,10.48
LOC033-U01,2026-01-09T14:45:00+00:00,2.503,0.234,9.72
LOC033-U01,2026-01-09T15:00:00+00:00,2.42,0.373,11.68
LOC033-U01,2026-01-09T15:15:00+00:00,1.957,0.3,10.04
LOC033-U01,2026-01-09T15:30:00+00:00,1.669,0.236,10.08
LOC033-U01,2026-01-09T15:45:00+00:00,1.657,0.339,6.69
LOC033-U01,2026-01-09T16:00:00+00:00,2.136,0.222,10.52
LOC033-U01,2026-01-09T16:15:00+00:00,2.36,0.257,11.6
LOC033-U01,2026-01-09T16:30:00+00:00,2.594,0.252,9.98
LOC033-U01,2026-01-09T16:45:00+00:00,2.535,0.276,7.72
LOC033-U01,2026-01-09T17:00:00+00:00,1.553,0.325,6.78
LOC033-U01,2026-01-09T17:15:00+00:00,1.895,0.309,6.79
LOC033-U01,2026-01-09T17:30:00+00:00,2.708,0.377,10.9
LOC033-U01,2026-01-09T17:45:00+00:00,2.182,0.283,7.3
LOC033-U01,2026-01-09T18:00:00+00:00,1.849,0.301,10.66
LOC033-U01,2026-01-09T18:15:00+00:00,1.238,0.235,11.04
LOC033-U01,2026-01-09T18:30:00+00:00,2.268,0.316,8.88
LOC033-U01,2026-01-09T18:45:00+00:00,2.433,0.319,8.97
LOC033-U01,2026-01-09T19:00:00+00:00,2.027,0.243,6.96
LOC033-U01,2026-01-09T19:15:00+00:00,2.248,0.329,6.96
LOC033-U01,2026-01-09T19:30:00+00:00,1.915,0.241,10.85
LOC033-U01,2026-01-09T19:45:00+00:00,1.779,0.366,9.02
LOC033-U01,2026-01-09T20:00:00+00:00,1.561,0.226,6.92
LOC033-U01,2026-01-09T20:15:00+00:00,1.61,0.366,10.65
LOC033-U01,2026-01-09T20:30:00+00:00,0.891,0.228,9.91
LOC033-U01,2026-01-09T20:45:00+00:00,1.701,0.371,10.04
LOC033-U01,2026-01-09T21:00:00+00:00,1.46,0.296,10.38
LOC033-U01,2026-01-09T21:15:00+00:00,0.878,0.35,10.76
LOC033-U01,2026-01-09T21:30:00+00:00,2.684,0.23,7.57
LOC033-U01,2026-01-09T21:45:00+00:00,2.53,0.242,9.15
LOC033-U01,2026-01-09T22:00:00+00:00,2.649,0.224,10.1
LOC033-U01,2026-01-09T22:15:00+00:00,1.157,0.277,8.2
LOC033-U01,2026-01-09T22:30:00+00:00,1.435,0.28,11.23
LOC033-U01,2026-01-09T22:45:00+00:00,1.687,0.227,10.9
LOC033-U01,2026-01-09T23:00:00+00:00,1.978,0.359,7.75
LOC033-U01,2026-01-09T23:15:00+00:00,2.531,0.351,7.14
LOC033-U01,2026-01-09T23:30:00+00:00,1.598,0.303,6.64
LOC033-U01,2026-01-09T23:45:00+00:00,3.273,0.257,9.2
LOC033-U01,2026-01-10T00:00:00+00:00,1.435,0.334,8.65
LOC033-U01,2026-01-10T00:15:00+00:00,2.167,0.375,11.5
LOC033-U01,2026-01-10T00:30:00+00:00,1.037,0.221,9.49
LOC033-U01,2026-01-10T00:45:00+00:00,2.083,0.339,8.27
LOC033-U01,2026-01-10T01:00:00+00:00,2.36,0.341,9.3
LOC033-U01,2026-01-10T01:15:00+00:00,1.75,0.337,9.94
LOC033-U01,2026-01-10T01:30:00+00:00,2.121,0.34,10.6
LOC033-U01,2026-01-10T01:45:00+00:00,2.026,0.299,7.49
LOC033-U01,2026-01-10T02:00:00+00:00,2.482,0.309,8.25
LOC033-U01,2026-01-10T02:15:00+00:00,3.019,0.294,8.18
LOC033-U01,2026-01-10T02:30:00+00:00,3.257,0.269,11.78
LOC033-U01,2026-01-10T02:45:00+00:00,1.218,0.369,8.94
LOC033-U01,2026-01-10T03:00:00+00:00,2.569,0.372,8.07
LOC033-U01,2026-01-10T03:15:00+00:00,2.432,0.221,7.74
LOC033-U01,2026-01-10T03:30:00+00:00,2.496,0.227,7.51
LOC033-U01,2026-01-10T03:45:00+00:00,2.147,0.267,9.49
LOC038-U02,2026-01-09T10:00:00+00:00,2.99,0.345,7.91
LOC038-U02,2026-01-09T10:15:00+00:00,2.069,0.281,11.09
LOC038-U02,2026-01-09T10:30:00+00:00,2.491,0.276,10.47
LOC038-U02,2026-01-09T10:45:00+00:00,2.065,0.361,7.66
LOC038-U02,2026-01-09T11:00:00+00:00,2.231,0.272,11.16
LOC038-U02,2026-01-09T11:15:00+00:00,2.258,0.376,8.62
LOC038-U02,2026-01-09T11:30:00+00:00,2.552,0.276,10.94
LOC038-U02,2026-01-09T11:45:00+00:00,2.183,0.344,8.07
LOC038-U02,2026-01-09T12:00:00+00:00,1.794,0.289,8.66
LOC038-U02,2026-01-09T12:15:00+00:00,1.868,0.233,6.73
LOC038-U02,2026-01-09T12:30:00+00:00,1.463,0.306,10.95
LOC038-U02,2026-01-09T12:45:00+00:00,2.002,0.267,7.11
LOC038-U02,2026-01-09T13:00:00+00:00,2.802,0.343,7.27
LOC038-U02,2026-01-09T13:15:00+00:00,2.449,0.238,10.92
LOC038-U02,2026-01-09T13:30:00+00:00,1.833,0.27,7.74
LOC038-U02,2026-01-09T13:45:00+00:00,2.53,0.351,7.56
LOC038-U02,2026-01-09T14:00:00+00:00,1.57,0.378,10.21
LOC038-U02,2026-01-09T14:15:00+00:00,2.385,0.235,8.42
LOC038-U02,2026-01-09T14:30:00+00:00,3.021,0.277,9.23
LOC038-U02,2026-01-09T14:45:00+00:00,1.704,0.234,10.42
LOC038-U02,2026-01-09T15:00:00+00:00,1.564,0.277,7.66
LOC038-U02,2026-01-09T15:15:00+00:00,2.075,0.347,10.2
LOC038-U02,2026-01-09T15:30:00+00:00,1.304,0.319,9.64
LOC038-U02,2026-01-09T15:45:00+00:00,1.781,0.287,8.88
LOC038-U02,2026-01-09T16:00:00+00:00,1.152,0.252,8.25
LOC038-U02,2026-01-09T16:15:00+00:00,0.793,0.306,11.13
LOC038-U02,2026-01-09T16:30:00+00:00,2.538,0.275,7.01
LOC038-U02,2026-01-09T16:45:00+00:00,1.714,0.348,10.66
LOC038-U02,2026-01-09T17:00:00+00:00,1.127,0.261,9.98
LOC038-U02,2026-01-09T17:15:00+00:00,1.361,0.332,7.81
LOC038-U02,2026-01-09T17:30:00+00:00,1.923,0.251,7.27
LOC038-U02,2026-01-09T17:45:00+00:00,3.121,0.303,11.37
LOC038-U02,2026-01-09T18:00:00+00:00,1.573,0.29,11.21
LOC038-U02,2026-01-09T18:15:00+00:00,3.257,0.363,9.86
LOC038-U02,2026-01-09T18:30:00+00:00,2.484,0.34,9.1
LOC038-U02,2026-01-09T18:45:00+00:00,2.957,0.269,7.98
LOC038-U02,2026-01-09T19:00:00+00:00,1.575,0.303,8.51
LOC038-U02,2026-01-09T19:15:00+00:00,2.348,0.336,9.01
LOC038-U02,2026-01-09T19:30:00+00:00,1.849,0.326,7.53
LOC038-U02,2026-01-09T19:45:00+00:00,2.524,0.228,8.18
LOC038-U02,2026-01-09T20:00:00+00:00,2.143,0.247,6.82
LOC038-U02,2026-01-09T20:15:00+00:00,1.39,0.245,10.97
LOC038-U02,2026-01-09T20:30:00+00:00,2.505,0.346,8.63
LOC038-U02,2026-01-09T20:45:00+00:00,0.403,0.257,9.26
LOC038-U02,2026-01-09T21:00:00+00:00,1.831,0.377,9.37
LOC038-U02,2026-01-09T21:15:00+00:00,1.27,0.272,9.41
LOC038-U02,2026-01-09T21:30:00+00:00,3.112,0.268,11.41
LOC038-U02,2026-01-09T21:45:00+00:00,2.155,0.283,8.9
LOC038-U02,2026-01-09T22:00:00+00:00,2.424,0.364,9.41
LOC038-U02,2026-01-09T22:15:00+00:00,2.354,0.333,10.04
LOC038-U02,2026-01-09T22:30:00+00:00,2.351,0.332,6.93
LOC038-U02,2026-01-09T22:45:00+00:00,2.159,0.303,7.52
LOC038-U02,2026-01-09T23:00:00+00:00,2.295,0.354,9.96
LOC038-U02,2026-01-09T23:15:00+00:00,2.414,0.236,9.09
LOC038-U02,2026-01-09T23:30:00+00:00,1.523,0.363,7.38
LOC038-U02,2026-01-09T23:45:00+00:00,2.732,0.228,8.06
LOC038-U02,2026-01-10T00:00:00+00:00,2.08,0.31,8.67
LOC038-U02,2026-01-10T00:15:00+00:00,2.684,0.373,9.78
LOC038-U02,2026-01-10T00:30:00+00:00,1.732,0.331,11.17
LOC038-U02,2026-01-10T00:45:00+00:00,2.703,0.294,10.6
LOC038-U02,2026-01-10T01:00:00+00:00,2.179,0.253,7.6
LOC038-U02,2026-01-10T01:15:00+00:00,1.941,0.234,11.14
LOC038-U02,2026-01-10T01:30:00+00:00,2.71,0.365,9.63
LOC038-U02,2026-01-10T01:45:00+00:00,1.294,0.235,8.23
LOC038-U02,2026-01-10T02:00:00+00:00,1.915,0.32,8.47
LOC038-U02,2026-01-10T02:15:00+00:00,1.444,0.271,10.04
LOC038-U02,2026-01-10T02:30:00+00:00,1.78,0.259,11.06
LOC038-U02,2026-01-10T02:45:00+00:00,1.679,0.264,9.13
LOC038-U02,2026-01-10T03:00:00+00:00,1.609,0.307,8.16
LOC038-U02,2026-01-10T03:15:00+00:00,2.478,0.326,10.81
LOC038-U02,2026-01-10T03:30:00+00:00,2.251,0.282,8.85
LOC038-U02,2026-01-10T03:45:00+00:00,2.393,0.344,8.12
LOC027-U02,2026-01-09T10:00:00+00:00,1.322,0.343,8.98
LOC027-U02,2026-01-09T10:15:00+00:00,1.575,0.336,9.96
LOC027-U02,2026-01-09T10:30:00+00:00,2.038,0.27,9.56
LOC027-U02,2026-01-09T10:45:00+00:00,1.937,0.252,10.9
LOC027-U02,2026-01-09T11:00:00+00:00,2.838,0.347,9.66
LOC027-U02,2026-01-09T11:15:00+00:00,1.846,0.243,8.67
LOC027-U02,2026-01-09T11:30:00+00:00,2.589,0.316,9.8
LOC027-U02,2026-01-09T11:45:00+00:00,1.975,0.342,7.14
LOC027-U02,2026-01-09T12:00:00+00:00,1.602,0.307,10.71
LOC027-U02,2026-01-09T12:15:00+00:00,1.272,0.353,9.09
LOC027-U02,2026-01-09T12:30:00+00:00,2.401,0.256,10.2
LOC027-U02,2026-01-09T12:45:00+00:00,2.542,0.347,10.85
LOC027-U02,2026-01-09T13:00:00+00:00,2.631,0.346,8.15
LOC027-U02,2026-01-09T13:15:00+00:00,1.394,0.29,6.59
LOC027-U02,2026-01-09T13:30:00+00:00,2.553,0.262,11.44
LOC027-U02,2026-01-09T13:45:00+00:00,2.137,0.252,10.7
LOC027-U02,2026-01-09T14:00:00+00:00,1.95,0.22,11.37
LOC027-U02,2026-01-09T14:15:00+00:00,2.51,0.249,9.56
LOC027-U02,2026-01-09T14:30:00+00:00,2.188,0.36,8.53
LOC027-U02,2026-01-09T14:45:00+00:00,2.377,0.266,7.47
LOC027-U02,2026-01-09T15:00:00+00:00,1.469,0.266,10.22
LOC027-U02,2026-01-09T15:15:00+00:00,2.754,0.233,6.87
LOC027-U02,2026-01-09T15:30:00+00:00,1.555,0.233,7.39
LOC027-U02,2026-01-09T15:45:00+00:00,2.236,0.23,11.07
LOC027-U02,2026-01-09T16:00:00+00:00,2.139,0.25,6.78
LOC027-U02,2026-01-09T16:15:00+00:00,2.241,0.326,9.66
LOC027-U02,2026-01-09T16:30:00+00:00,1.322,0.247,7.48
LOC027-U02,2026-01-09T16:45:00+00:00,2.501,0.269,11.12
LOC027-U02,2026-01-09T17:00:00+00:00,1.863,0.285,9.67
LOC027-U02,2026-01-09T17:15:00+00:00,1.834,0.239,7.89
LOC027-U02,2026-01-09T17:30:00+00:00,2.247,0.3,11.39
LOC027-U02,2026-01-09T17:45:00+00:00,1.115,0.247,9.4
LOC027-U02,2026-01-09T18:00:00+00:00,1.476,0.259,8.7
LOC027-U02,2026-01-09T18:15:00+00:00,1.606,0.248,9.5
LOC027-U02,2026-01-09T18:30:00+00:00,1.765,0.311,7.87
LOC027-U02,2026-01-09T18:45:00+00:00,1.123,0.337,10.67
LOC027-U02,2026-01-09T19:00:00+00:00,2.172,0.306,11.66
LOC027-U02,2026-01-09T19:15:00+00:00,2.482,0.229,11.35
LOC027-U02,2026-01-09T19:30:00+00:00,1.356,0.286,8.02
LOC027-U02,2026-01-09T19:45:00+00:00,2.093,0.336,9.25
LOC027-U02,2026-01-09T20:00:00+00:00,2.572,0.305,11.27
LOC027-U02,2026-01-09T20:15:00+00:00,1.964,0.345,11.4
LOC027-U02,2026-01-09T20:30:00+00:00,2.583,0.299,7.72
LOC027-U02,2026-01-09T20:45:00+00:00,2.302,0.259,8.01
LOC027-U02,2026-01-09T21:00:00+00:00,1.694,0.262,8.04
LOC027-U02,2026-01-09T21:15:00+00:00,2.868,0.238,9.68
LOC027-U02,2026-01-09T21:30:00+00:00,2.235,0.263,7.37
LOC027-U02,2026-01-09T21:45:00+00:00,1.955,0.29,9.34
LOC027-U02,2026-01-09T22:00:00+00:00,1.631,0.324,6.75
LOC027-U02,2026-01-09T22:15:00+00:00,2.118,0.338,7.39
LOC027-U02,2026-01-09T22:30:00+00:00,2.144,0.357,9.43
LOC027-U02,2026-01-09T22:45:00+00:00,2.909,0.275,10.17
LOC027-U02,2026-01-09T23:00:00+00:00,2.05,0.374,10.55
LOC027-U02,2026-01-09T23:15:00+00:00,1.894,0.292,8.59
LOC027-U02,2026-01-09T23:30:00+00:00,1.739,0.354,7.98
LOC027-U02,2026-01-09T23:45:00+00:00,2.413,0.359,10.11
LOC027-U02,2026-01-10T00:00:00+00:00,2.069,0.269,7.45
LOC027-U02,2026-01-10T00:15:00+00:00,1.685,0.272,8.01
LOC027-U02,2026-01-10T00:30:00+00:00,1.226,0.244,7.36
LOC027-U02,2026-01-10T00:45:00+00:00,0.669,0.249,8.26
LOC027-U02,2026-01-10T01:00:00+00:00,2.289,0.255,8.8
LOC027-U02,2026-01-10T01:15:00+00:00,1.381,0.348,9.53
LOC027-U02,2026-01-10T01:30:00+00:00,1.821,0.239,7.65
LOC027-U02,2026-01-10T01:45:00+00:00,2.679,0.342,7.82
LOC027-U02,2026-01-10T02:00:00+00:00,1.673,0.314,7.91
